step,q_t,n_transitions,n_correct_states,n_incorrect_states,n_repairs,n_corruptions,pooled_repair_frequency,pooled_corruption_frequency,pooled_proxy_drift,repair_rate,corruption_rate,empirical_utility_drift,conditional_hazard_drift,hazard_mu,empirical_mu,empirical_variance,conditional_empirical_gap,fitted_q_t,fitted_repair_hazard,fitted_corruption_hazard,fitted_hazard_drift,entropy_mean,answer_changed_rate,hidden_shift_mean,confidence_mean,n_examples,e_process_value,delta_t,eb_upper_bound,eb_stop_signal,e_process_threshold,e_process_stop_signal
1,0.02,1500,30,1470,22,6,0.014666666666666666,0.004,-0.03933333333333334,0.014965986394557823,0.2,-0.03933333333333333,-0.03933333333333334,-0.03933333333333334,-0.03933333333333333,0.018552888888888345,-6.938893903907228e-18,0.11496968986905563,0.08772272833240699,0.21022159059003404,0.005164163852425969,0.24004906555016836,0.0,0.0,84.13333333333334,1500,2394821123980.7754,0.03039635509270134,-0.010307092878462223,1,32.89868133696452,1
2,0.030666666666666665,1500,46,1454,44,7,0.029333333333333333,0.004666666666666667,-0.025333333333333336,0.030261348005502064,0.15217391304347827,-0.025333333333333333,-0.025333333333333333,-0.025333333333333333,-0.025333333333333333,0.03339155555555595,0.0,0.20576121176868742,0.3773363207740409,0.6878123170362677,0.11116109449599702,0.2099929169366757,0.49733333333333335,75.25088147608439,82.944,1500,8092.652850218349,0.007599088773175335,0.014894681453292934,0,131.5947253478581,1
3,0.05533333333333333,1500,83,1417,50,13,0.03333333333333333,0.008666666666666666,-0.025333333333333336,0.035285815102328866,0.1566265060240964,-0.025333333333333333,-0.025333333333333336,-0.025333333333333336,-0.025333333333333333,0.041391555555556216,-3.469446951953614e-18,0.23784065923636163,0.4253820398659978,0.677624159149612,0.12009823380957732,0.20069837303459645,0.5573333333333333,66.33060108502706,83.40333333333334,1500,2240.9402499513017,0.0033773727880779263,0.021180687144187776,0,296.08813203268073,1
4,0.08,1500,120,1380,42,25,0.028,0.016666666666666666,-0.03866666666666667,0.030434782608695653,0.20833333333333334,-0.03866666666666669,-0.03866666666666667,-0.03866666666666667,-0.03866666666666669,0.044538222222221396,2.0816681711721685e-17,0.2634726900416122,0.4401966310730824,0.6578829962006614,0.10586516626967693,0.19928600313638647,0.5506666666666666,64.88456844584147,83.89333333333333,1500,45786732.219468504,0.0018997721932938337,0.011704628929642507,0,526.3789013914324,1
5,0.09133333333333334,1500,137,1363,61,16,0.04066666666666666,0.010666666666666666,-0.020000000000000004,0.04475421863536317,0.11678832116788321,-0.020000000000000004,-0.020000000000000004,-0.020000000000000004,-0.020000000000000004,0.050433333333334496,0.0,0.30177898226481115,0.4558001758577406,0.6269678394047258,0.08791989095587502,0.20159183969472846,0.5293333333333333,64.18197790114085,84.84733333333334,1500,41.16582993770102,0.0012158542037080534,0.03416182016880095,0,822.4670334241131,0
6,0.12133333333333333,1500,182,1318,59,23,0.03933333333333333,0.015333333333333332,-0.026000000000000002,0.044764795144157814,0.12637362637362637,-0.026000000000000006,-0.026000000000000002,-0.026000000000000002,-0.026000000000000006,0.05409066666666627,3.469446951953614e-18,0.34140648896298004,0.4608005106918787,0.5951704097593122,0.06138412111789404,0.2096290376583735,0.5246666666666666,62.681212547302245,85.69733333333333,1500,679.6506726244199,0.0008443431970194816,0.030984531231349154,0,1184.352528130723,0
7,0.14533333333333334,1500,218,1282,65,22,0.043333333333333335,0.014666666666666666,-0.021333333333333336,0.05070202808112324,0.10091743119266056,-0.02133333333333334,-0.021333333333333336,-0.021333333333333336,-0.02133333333333334,0.057178222222222186,3.469446951953614e-18,0.3808163513606493,0.4706553889195322,0.5685994835258159,0.03908598577907631,0.21530685305471223,0.516,62.45461569722494,86.64933333333333,1500,45.86898177180231,0.0006203337774020681,0.038034189171169755,0,1612.0353855112617,0
8,0.174,1500,261,1239,58,24,0.03866666666666667,0.016,-0.027333333333333334,0.046811945117029866,0.09195402298850575,-0.027333333333333352,-0.027333333333333328,-0.027333333333333328,-0.027333333333333352,0.05415288888888899,2.42861286636753e-17,0.4160810523395943,0.4729277363097289,0.5301652054023775,0.023638124959008015,0.2208385997613271,0.48,61.792735938390095,87.342,1500,1473.6900193837114,0.00047494304832345843,0.03280701914786727,0,2105.5156055657294,0
9,0.19666666666666666,1500,295,1205,48,12,0.032,0.008,-0.026000000000000002,0.03983402489626556,0.04067796610169491,-0.025999999999999985,-0.026000000000000002,-0.026000000000000002,-0.025999999999999985,0.039424000000000826,-1.734723475976807e-17,0.4522713231658863,0.4790522611151434,0.5013312315512826,0.007525119766185516,0.2275832156278193,0.4646666666666667,61.90998551940918,87.72666666666667,1500,4738.617384787038,0.0003752636431197696,0.031680235982642024,0,2664.793188294126,1
10,0.22066666666666668,1500,331,1169,49,19,0.03266666666666666,0.012666666666666666,-0.030000000000000006,0.041916167664670656,0.05740181268882175,-0.03000000000000001,-0.030000000000000006,-0.030000000000000006,-0.03000000000000001,0.04493333333333261,3.469446951953614e-18,0.5013234062688089,0.47674099161946787,0.4497573334616527,-0.016623583796432702,0.23825566082447766,0.4093333333333333,60.178319115956626,88.86666666666666,1500,32867.21527273779,0.00030396355092701335,0.03026257684100069,0,3289.8681336964523,1
11,0.24066666666666667,1500,361,1139,45,20,0.03,0.013333333333333334,-0.03333333333333334,0.03950834064969271,0.055401662049861494,-0.03333333333333339,-0.03333333333333334,-0.03333333333333334,-0.03333333333333339,0.04305555555555406,4.85722573273506e-17,0.5379093009665314,0.47596801757992707,0.41447569571221266,-0.029368787041555038,0.24296473722035686,0.38666666666666666,58.11293097114563,89.654,1500,628621.4343634337,0.0002512095462206722,0.02743290206317437,0,3980.740441772707,1
12,0.25733333333333336,1500,386,1114,47,9,0.03133333333333333,0.006,-0.02466666666666667,0.0421903052064632,0.023316062176165803,-0.0246666666666667,-0.02466666666666667,-0.02466666666666667,-0.0246666666666667,0.03669155555555589,3.122502256758253e-17,0.5753314816818982,0.4799234306658312,0.38098465187363356,-0.04567195008556102,0.25451228695735334,0.3626666666666667,57.17435638538996,90.35533333333333,1500,2893.509494385866,0.0002110857992548704,0.035209125461208926,0,4737.410112522892,0
13,0.2826666666666667,1500,424,1076,56,13,0.037333333333333336,0.008666666666666666,-0.021333333333333333,0.05204460966542751,0.030660377358490566,-0.021333333333333256,-0.021333333333333333,-0.021333333333333333,-0.021333333333333256,0.04517822222222296,-7.632783294297951e-17,0.621286888410537,0.48344825570477135,0.33849109465935323,-0.055125837973940044,0.2632084981389344,0.32666666666666666,55.45194860267639,91.48133333333334,1500,128.9331737439395,0.00017986008930592507,0.04175416901312836,0,5559.8771459470045,0
